site_date_key,Mangrove,Manmade,Saltmarsh,edge_man,edge_mar,edge_l.mangrove,edge_l.marsh,land_water_ratio,mud,fetch_distance,site_type
03d1161c,0.23383829921777002,0.0,0.13631774022830323,0.23383829921777002,0.13631774022830323,0.6317289853427803,0.36827101465721973,0.4637131100783054,45406.68705888919,24.366813591351264,mixed
0505ed01,0.03704804527268631,0.0,0.2912166311018625,0.03704804527268631,0.2912166311018625,0.11286028604069061,0.8871397139593095,0.4564023562640493,49827.96395026245,29.4970967883078,marsh
1179b291,0.03560577592552761,0.0,0.11991406339107474,0.03560577592552761,0.11991406339107474,0.22894684100748397,0.771053158992516,0.2995898460747643,39672.3839401593,15.511366915196096,marsh
121b1ba9,0.23577267687910658,0.0,0.004475432373133099,0.23577267687910658,0.004475432373133099,0.9813716229148997,0.018628377085100314,0.48272111554338526,21586.622828187574,0.35851983153791184,mangrove
1276dccd,0.0261678973026357,0.0036048892790277553,0.19666363560705458,0.0261678973026357,0.19666363560705458,0.11743354704309776,0.8825664529569023,0.6316878049384108,21428.129748038606,0.0,marsh
1ee4bcab,0.33712663423911454,0.0,0.04504548397972835,0.33712663423911454,0.04504548397972835,0.8821329923552037,0.1178670076447963,0.4305972325083828,28060.33032822263,19.509551165690027,mangrove
1fb154c1,0.14616324823258642,0.0,0.28007336232410285,0.14616324823258642,0.28007336232410285,0.34291575292344995,0.65708424707655,0.5021758578402737,42468.59712238455,33.33018370274069,mixed
2910dc8f,0.12867723300864117,0.019167558369022918,0.1289814229623129,0.12867723300864117,0.1289814229623129,0.49940970360082526,0.5005902963991748,0.30623185550246435,55798.55639381545,42.982515495412066,mixed
2ce5c7ea,0.16296316865148774,0.0,0.07318076500370699,0.16296316865148774,0.07318076500370699,0.6901010164819148,0.30989898351808515,0.684627481826852,29962.322206986057,224.2003086800679,mixed
2e2b516a,0.2985580164216616,0.0,0.008173514683881163,0.2985580164216616,0.008173514683881163,0.9733528709799686,0.02664712902003137,0.583487561136914,26563.118837358634,1.965575555686973,mangrove
329c5f18,0.11742548683471046,0.0,0.07346922723405432,0.11742548683471046,0.07346922723405432,0.6151322073402777,0.38486779265972215,0.4191132793560719,30910.25071722259,4.192094046650791,mixed
36c3a7a9,0.025198131205381478,0.010116068562355687,0.2059331890709017,0.025198131205381478,0.2059331890709017,0.10902084224353867,0.8909791577564613,0.26477856896219487,74333.88212161443,87.79105732343217,marsh
3dc44fa2,0.08183284507974119,0.0038730823782006456,0.10014531534135518,0.08183284507974119,0.10014531534135518,0.4496849780785808,0.5503150219214191,0.40694250791541453,34848.48136711934,32.504599340076695,mixed
4217433d,0.21805199243791745,0.0,0.13554271377945212,0.21805199243791745,0.13554271377945212,0.6166721068043132,0.3833278931956869,0.42442200359473486,45255.79785493963,0.0,mixed
4ea6871a,0.09335763878170507,0.0,0.07253624358734968,0.09335763878170507,0.07253624358734968,0.562755162809546,0.43724483719045404,0.2979767184715759,26642.61916652287,0.0,mixed
5445998d,0.0030301272645861257,0.0,0.18820259740670706,0.0030301272645861257,0.18820259740670706,0.01584523396711814,0.9841547660328819,0.2674880783448624,48031.2753385445,0.0,marsh
5653960b,0.02639946727260465,0.0,0.3093451439145411,0.02639946727260465,0.3093451439145411,0.0786296083182388,0.9213703916817612,0.7697889515176146,19467.797267966318,5.27454614305942,marsh
5d20023f,0.09718628221263378,0.013766015071730118,0.033632191540355884,0.09718628221263378,0.033632191540355884,0.7429094639656177,0.2570905360343823,0.43513956661553244,49287.217214941054,0.0,mixed
5ee6731e,0.05093222926645653,0.0,0.20953518720458392,0.05093222926645653,0.20953518720458392,0.19554165337267562,0.8044583466273244,0.3208991898504324,69331.11710166994,21.87893636726493,marsh
5ef66f4c,0.0966562084543151,0.03563348156551738,0.0489189252922524,0.0966562084543151,0.0489189252922524,0.663960979919719,0.3360390200802811,0.3852134637762648,18043.789856052485,29.976813849354787,mixed
615ef5cf,0.0005713874493827979,0.0,0.2166050578797015,0.0005713874493827979,0.2166050578797015,0.002630982602726474,0.9973690173972736,0.2797005331074289,80978.68269762029,0.0,marsh
6b75c051,0.131729100146381,0.000922417043326759,0.11411174658721383,0.131729100146381,0.11411174658721383,0.5358308104475783,0.46416918955242165,0.7092680683590734,19699.874274445454,0.0,mixed
6c2b31b8,0.06520400404140754,0.0,0.26988806236456975,0.06520400404140754,0.26988806236456975,0.19458534109969144,0.8054146589003086,0.744764953757081,20207.12251354505,7.86228006306308,marsh
6d4ba637,0.11927376333408143,0.005456548650288258,0.027858574535568295,0.11927376333408143,0.027858574535568295,0.8106563455801994,0.18934365441980056,0.6609653449207888,26035.55096511322,0.0,mangrove
7268c73c,0.15029028192690444,0.008933531125415737,0.015001336495193142,0.15029028192690444,0.015001336495193142,0.909243211250525,0.09075678874947501,0.5124802181419916,37881.16815582356,0.0,mangrove
7418128e,0.2682412248945321,0.004606262147734186,0.024628030498777573,0.2682412248945321,0.024628030498777573,0.9159077641464848,0.08409223585351518,0.5223699981401275,16087.702282393715,69.03221033765311,mangrove
7cd62228,0.009009745972996776,0.0,0.2291538033422939,0.009009745972996776,0.2291538033422939,0.03783007936730614,0.9621699206326938,0.5693769859819023,15175.00850122793,0.0,marsh
7cffd5ac,0.1686949609142302,0.0032633337466131157,0.032570979386697126,0.1686949609142302,0.032570979386697126,0.8381694421917694,0.1618305578082307,0.5856151496321974,39845.33967689303,18.2579999348382,mangrove
7d23bc66,0.07044857812669726,0.020984743516743894,0.1620353320806822,0.07044857812669726,0.1620353320806822,0.30302560750916474,0.6969743924908353,0.42359130303874093,25432.60724452999,31.90372831571427,mixed
80c768a6,0.12811528063122962,0.0033946851888409686,0.10187361195112456,0.12811528063122962,0.10187361195112456,0.5570498609421072,0.4429501390578928,0.6585283266817555,13143.221292092305,32.14788340766016,mixed
83e078b1,0.008894793750739077,0.0,0.18443663414213463,0.008894793750739077,0.18443663414213463,0.046008007325470876,0.9539919926745292,0.31476832938345434,71330.39505798066,7.874805080480404,marsh
8772d256,0.1644186560764023,0.0,0.1245673033092644,0.1644186560764023,0.1245673033092644,0.5689503269498887,0.4310496730501114,0.3176610602710198,64944.349508867235,10.785366347197446,mixed
8b7f944b,0.003648344918914421,0.0,0.1519146923740518,0.003648344918914421,0.1519146923740518,0.023452517914288505,0.9765474820857115,0.23654244878754835,48817.02615167565,0.0,marsh
8b96e187,0.004916846367139962,0.0,0.17738516433686397,0.004916846367139962,0.17738516433686397,0.026970883909356536,0.9730291160906435,0.41914660891940153,62723.8026300524,0.0,marsh
9a6cf86a,0.00854349878777018,0.0,0.293246993904723,0.00854349878777018,0.293246993904723,0.028309370224182333,0.9716906297758178,0.5652203328351283,29599.36881911274,2.313642904942793,marsh
9ce7cf99,0.029261501503969247,0.0,0.16176409791220542,0.029261501503969247,0.16176409791220542,0.15318104795064233,0.8468189520493576,0.24101296720336512,69957.8222473386,27.53211509084399,marsh
9eedaafa,4.8522768565605114e-05,0.0,0.2177364973534475,4.8522768565605114e-05,0.2177364973534475,0.0002228012217664027,0.9997771987782337,0.31174661301758483,61309.80302719064,255.01410794596637,marsh
a0a0a7d8,0.124623803538932,9.704768581253725e-05,0.12758315462841108,0.124623803538932,0.12758315462841108,0.4941330899215011,0.5058669100784989,0.40230894080927593,28963.099674677447,10.466706992563708,mixed
a0e38e4c,0.0042902845900836374,0.0,0.23028390473689958,0.0042902845900836374,0.23028390473689958,0.0182896703272977,0.9817103296727023,0.2868363871848016,76411.3390042631,143.42161765070736,marsh
a8c75edf,0.02100011435579259,0.04263312201390462,0.20155909724905152,0.02100011435579259,0.20155909724905152,0.0943574260726556,0.9056425739273445,0.37697398793752485,53032.57938216961,9.637694099691355,marsh
a92f11bc,0.11271697411369445,0.03095746908447667,0.12004600389288266,0.11271697411369445,0.12004600389288266,0.48425645297642417,0.5157435470235758,0.43412641467808305,21784.862637614497,0.0,mixed
aa0d5a97,0.17728582903858456,0.025126759445521268,0.007320226951036421,0.17728582903858456,0.007320226951036421,0.9603467670017933,0.03965323299820663,0.642223643077031,16586.294750941826,0.0,mangrove
b985696c,0.23119427931140502,0.008066492722825959,0.06675894476395779,0.23119427931140502,0.06675894476395779,0.775941525817918,0.22405847418208208,0.3454988678537403,45116.54432474189,0.0,mangrove
c52a6a0a,0.15756171144485295,0.0,0.03258704715216067,0.15756171144485295,0.03258704715216067,0.8286234031050231,0.17137659689497683,0.3740918447489577,66336.139272206,0.0,mangrove
d2584dd2,0.1710421885488886,0.0,0.08252203628082329,0.1710421885488886,0.08252203628082329,0.6745517379817944,0.32544826201820565,0.29546966964320653,61897.79396583479,0.0,mixed
d46f5314,0.0018404225123592243,0.0,0.2019669781934299,0.0018404225123592243,0.2019669781934299,0.009030204526360693,0.9909697954736393,0.5819369448572469,11466.44693851787,0.0,marsh
d5d14392,0.09429417435438363,0.0,0.12531567084183812,0.09429417435438363,0.12531567084183812,0.4293713438490503,0.5706286561509497,0.5298228574930856,35201.6662275215,10.417677833377725,mixed
d5f490e0,0.07352922494654625,0.00019101545507227457,0.19807086669176513,0.07352922494654625,0.19807086669176513,0.27072606825355855,0.7292739317464414,0.4576252691567557,26136.943232694855,20.53516174323191,mixed
d6f84526,0.013786657586118129,0.0,0.15106421232653752,0.013786657586118129,0.15106421232653752,0.08363108786397568,0.9163689121360243,0.223700166236702,70835.43734232002,2.6429015646056837,marsh
d99d953e,0.054667848173305056,0.0,0.15641519114822766,0.054667848173305056,0.15641519114822766,0.2589874030098275,0.7410125969901725,0.345915429203461,39771.81489908795,13.292871583065763,mixed
deef00a6,0.38893918827033364,0.0,0.013947825436599781,0.38893918827033364,0.013947825436599781,0.9653803052417429,0.0346196947582571,0.5313005622272411,23602.68993336516,0.0,mangrove
e45d7b11,0.24850944558752808,0.0,0.027357793568203684,0.24850944558752808,0.027357793568203684,0.9008298569560855,0.09917014304391449,0.6199484583823138,11650.134815612255,3.0407745294845303,mangrove
e482fac6,0.003931160901061178,0.0,0.11413029224225277,0.003931160901061178,0.11413029224225277,0.03329758186432934,0.9667024181356707,0.21235551108799053,64628.477035067335,1383.32246524872,marsh
e5aa2c1a,0.014098712977924057,9.702116022351567e-05,0.18659312395395114,0.014098712977924057,0.18659312395395114,0.07025055524659861,0.9297494447534014,0.5396776271146564,43185.90282603605,14.878335431223347,marsh
f20ca0b1,0.040106389030432815,0.0,0.16505193744677102,0.040106389030432815,0.16505193744677102,0.19548994047233678,0.8045100595276632,0.29013986688824195,70707.35682979035,37.798064872041415,marsh
f25e59ca,0.20520723864794624,0.003416761290408682,0.18575008814452953,0.20520723864794624,0.18575008814452953,0.524883982432365,0.47511601756763505,0.5096172243173542,39093.566877236975,7.896249496692112,mixed
f2991b14,0.20323646666768239,0.003417126955424554,0.1877720867739661,0.20323646666768239,0.1877720867739661,0.5197749892650675,0.48022501073493257,0.5144860559125688,38744.56842367843,3.506693034341813,mixed
f4ee8590,0.273508754974057,0.0,0.035788385932736914,0.273508754974057,0.035788385932736914,0.884291248771932,0.115708751228068,0.5185746009205193,26667.944771560436,2.437729355181772,mangrove
f753ab42,0.007971381314101442,0.0,0.16629056343466805,0.007971381314101442,0.16629056343466805,0.0457436724099094,0.9542563275900906,0.30699284702933166,26211.735714111386,9.08317684328755,marsh
f9419a4f,0.24336313375891472,0.0,0.02409974425873712,0.24336313375891472,0.02409974425873712,0.9098949938871644,0.0901050061128356,0.6437668063358531,18614.556528959634,12.880698712084913,mangrove
